city,county,place_fips,metro_status,population,property_tax,gen_sales_tax,total_taxes,tax_per_capita,lt_debt_os,st_debt_os,total_debt_os,debt_per_capita,sales_tax_rate,taxable_sales,taxable_sales_per_capita,business_outlets,sales_tax_alloc_2019,sales_tax_alloc_2023,salestax_growth_19_23_pct
NEW BRAUNFELS,Comal,50820,Metro,95534,44386000.0,39136000.0,106828000.0,1118.2196914187618,608331000.0,0.0,608331000.0,6367.691083802625,1.5,4296556370.0,44974.10733351477,32354.0,33485701.62,44900091.15,34.08735363986678
BRYAN,Brazos,10912,Metro,88165,41611000.0,25478000.0,72153000.0,818.3859808313957,607356000.0,0.0,607356000.0,6888.856122043895,1.5,2989656616.0,33909.78978052515,22174.0,22811114.81,29561915.85,29.594349492470084
GEORGETOWN,Williamson,29336,Metro,85538,32328000.0,32466000.0,76892000.0,898.92211648624,269300000.0,0.0,269300000.0,3148.3083541817673,2.0,3424632258.0,40036.384507470364,20668.0,28638966.44,49316733.18,72.20151182243572
MISSION,Hidalgo,48768,Metro,84496,25864000.0,20813000.0,52049000.0,615.9936565044499,41190000.0,0.0,41190000.0,487.4786972164363,2.0,1561335800.0,18478.221454270024,17388.0,16808353.98,26089925.43,55.21999037528599
LONGVIEW,Gregg,43888,Non-Metro,81728,66001000.0,13042000.0,84170000.0,1029.8796006264683,125075000.0,0.0,125075000.0,1530.3812646828505,1.5,4841849210.0,59243.45646534847,28410.0,34436922.42,46571708.38,35.237719015658776
FLOWER MOUND,Denton,26232,Metro,81482,54413000.0,28862000.0,95837000.0,1176.1738788934979,154130000.0,0.0,154130000.0,1891.5834171964361,1.5,2345027267.0,28779.696951473947,19314.0,19016814.43,28044433.84,47.47177527145907
CEDAR PARK,Williamson,13552,Metro,81040,49454000.0,34442000.0,89313000.0,1102.0853899308984,232632000.0,0.0,232632000.0,2870.582428430405,2.0,3354564614.0,41393.93650049358,22282.0,29536381.33,44032641.06,49.07933564385629
TEMPLE,Bell,72176,Metro,80761,51650000.0,26491000.0,89736000.0,1111.1303723331807,196413000.0,0.0,196413000.0,2432.0278352174937,1.5,3203777804.0,39669.8629784178,20868.0,23386818.41,36512011.79,56.122184513938755
PHARR,Hidalgo,57200,Metro,79513,19726000.0,0.0,24064000.0,302.6423352156251,61236000.0,0.0,61236000.0,770.1382163922881,2.0,2243838017.0,28219.76301988354,15176.0,21072233.17,29112930.65,38.15778524815933
BAYTOWN,Harris,06128,Metro,77288,37849000.0,36825000.0,83298000.0,1077.7611013352655,223245000.0,0.0,223245000.0,2888.4820411965634,1.25,2861315097.0,37021.4664242832,17354.0,20316358.47,27362159.54,34.680432915200484
MISSOURI CITY,Fort Bend,48804,Metro,76643,17736000.0,15609000.0,37601000.0,490.5992719491669,18284000.0,0.0,18284000.0,238.5605991414741,1.0,2008226960.0,26202.353248176612,18346.0,10327128.18,15490350.98,49.99669520902568
MANSFIELD,Tarrant,46452,Metro,73094,65432000.0,30054000.0,107847000.0,1475.456261799874,221270000.0,0.0,221270000.0,3027.197854817085,2.0,2512606174.0,34374.99896024298,18704.0,25258870.67,38829952.24,53.72798232867313
NORTH RICHLAND HILLS,Tarrant,52356,Metro,71949,36056000.0,23960000.0,67209000.0,934.1200016678481,141170000.0,0.0,141170000.0,1962.0842541244492,1.5,1886496839.0,26219.917427622342,15674.0,15346599.05,20563020.64,33.99073353649648
LEANDER,Williamson,42016,Metro,70519,37864000.0,9656000.0,61260000.0,868.7020519292673,181891000.0,0.0,181891000.0,2579.319048766999,1.0,1157267316.0,16410.71648775507,13896.0,6084441.42,10877384.48,78.77375635905129
ROWLETT,Dallas,63572,Metro,68388,41923000.0,8089000.0,52870000.0,773.0888459963736,145790000.0,0.0,145790000.0,2131.8067497221737,1.0,1219974108.0,17839.008422530267,13844.0,7154059.0,9656315.54,34.9767389393909
VICTORIA,Victoria,75428,Non-Metro,66838,26163000.0,17744000.0,52040000.0,778.5990005685388,69405000.0,0.0,69405000.0,1038.4062958197433,1.5,2988097081.0,44706.56035488794,21792.0,25442764.22,30307699.3,19.121094854055926
PFLUGERVILLE,Travis,57176,Metro,66826,32644000.0,24132000.0,66456000.0,994.4632328734325,354630000.0,0.0,354630000.0,5306.766827282794,1.5,2620678630.0,39216.45212941071,16134.0,16253302.82,27700712.36,70.43128197866186
SAN MARCOS,Hays,65600,Metro,66350,35907000.0,42388000.0,97203000.0,1465.0037678975132,321050000.0,0.0,321050000.0,4838.733986435569,1.5,4537688186.0,68390.17612660136,17920.0,37775468.7,39625475.27,4.897375555263462
HARLINGEN,Cameron,32372,Metro,65176,23032000.0,29121000.0,57701000.0,885.3105437584387,71155000.0,0.0,71155000.0,1091.73622192218,2.0,2489969697.0,38203.78202098932,18100.0,25615818.32,33460656.87,30.624977316750428
EULESS,Tarrant,24768,Metro,57332,24196000.0,24373000.0,68461000.0,1194.114979418126,87735000.0,0.0,87735000.0,1530.2972162143305,1.75,2330451586.0,40648.35669434173,12436.0,18720564.09,25570896.25,36.59255205701443
LITTLE ELM,Denton,43012,Metro,56625,30083000.0,11470000.0,52054000.0,919.2759381898454,126426000.0,0.0,126426000.0,2232.6887417218545,2.0,846559748.0,14950.282525386314,9158.0,8876253.72,14876960.18,67.6040438826032
GRAPEVINE,Tarrant,30644,Metro,55780,34088000.0,56914000.0,111147000.0,1992.5959125134457,165518000.0,0.0,165518000.0,2967.335962710649,1.5,6380271166.0,114382.77457870204,23504.0,44669446.73,59420029.37,33.0216372035195
WYLIE,Collin,80356,Metro,54467,35629000.0,11661000.0,52167000.0,957.772596250941,81003000.0,0.0,81003000.0,1487.1940808195789,2.0,1253949672.0,23022.190904584426,11944.0,11727736.66,18591021.88,58.52182240251631
PORT ARTHUR,Jefferson,58820,Metro,53921,22661000.0,18688000.0,54319000.0,1007.3811687468705,0.0,0.0,0.0,0.0,1.5,1600857163.0,29688.936833515698,9446.0,15410720.56,22577747.98,46.50676386023574
DESOTO,Dallas,20092,Metro,52910,32810000.0,14931000.0,54861000.0,1036.8739368739368,66810000.0,0.0,66810000.0,1262.7102627102627,,,,,,,
TEXAS CITY,Galveston,72392,Metro,51593,30061000.0,23761000.0,55440000.0,1074.5643788886089,31447000.0,0.0,31447000.0,609.5206714089121,2.0,1282459583.0,24857.239993797608,9336.0,24859749.64,30052562.91,20.888437515254076
KYLE,Hays,39952,Metro,51558,9704000.0,4949000.0,16738000.0,324.644090150898,58235000.0,0.0,58235000.0,1129.5046355560728,1.5,1507221685.0,29233.517300903837,9626.0,8892338.85,16850469.05,89.49423019344344
FARMERS BRANCH,Dallas,25452,Metro,51373,39104000.0,18737000.0,68768000.0,1338.601989371849,55642000.0,0.0,55642000.0,1083.098125474471,1.0,4226820863.0,82277.08841220096,17682.0,17460357.92,25351746.78,45.1960314682942
GALVESTON,Galveston,28068,Metro,50085,39532000.0,24998000.0,103055000.0,2057.602076470001,229098000.0,0.0,229098000.0,4574.183887391435,2.0,2092108485.0,41771.15873015873,15808.0,22529010.08,31056615.45,37.85166476342578
BURLESON,Johnson,11428,Metro,49686,30250000.0,24631000.0,60337000.0,1214.3662198607253,142360000.0,0.0,142360000.0,2865.193414643964,2.0,2119756569.0,42663.05536770921,13284.0,19533164.28,29473056.52,50.8872607505659
BEDFORD,Tarrant,07132,Metro,48352,25363000.0,13730000.0,43852000.0,906.9324950363997,139585000.0,0.0,139585000.0,2886.850595632032,2.0,973112061.0,20125.580348279283,11162.0,11826589.06,15918683.16,34.600797231048794
CEDAR HILL,Dallas,13492,Metro,47820,31142000.0,18778000.0,55288000.0,1156.1689669594311,93375000.0,0.0,93375000.0,1952.6348808030114,1.875,1681473823.0,35162.56426181514,11448.0,15657380.62,21334840.29,36.26059688903444
ROCKWALL,Rockwall,62828,Metro,47415,28548000.0,27635000.0,63452000.0,1338.2262996941895,65844000.0,0.0,65844000.0,1388.6744701043974,2.0,2837632244.0,59846.72032057366,17590.0,25688733.89,36254024.8,41.128110693352646
KELLER,Tarrant,38632,Metro,46939,24123000.0,16026000.0,46555000.0,991.8191695604934,57129000.0,0.0,57129000.0,1217.0902660900317,1.75,1106838107.0,23580.351243102752,11794.0,11265178.61,16416527.31,45.7280694637828
THE COLONY,Denton,72530,Metro,45498,27678000.0,14243000.0,49144000.0,1080.1353905666183,114110000.0,0.0,114110000.0,2508.022330651897,2.0,4279570923.0,94060.63833575102,9294.0,31755113.51,48177359.39,51.71528004404227
SHERMAN,Grayson,67496,Metro,45136,18024000.0,21038000.0,44246000.0,980.2818149592343,183966000.0,8966000.0,192932000.0,4274.459411556186,2.0,2386678198.0,52877.485776320456,11914.0,22348051.7,36655738.43,64.0220763852985
HALTOM CITY,Tarrant,31928,Metro,43728,17868000.0,16856000.0,36451000.0,833.5848884010245,71245000.0,0.0,71245000.0,1629.27643615075,1.75,1695647298.0,38777.1518935236,11314.0,13503831.31,17941036.23,32.858859224004924
WESLACO,Hidalgo,77272,Metro,43273,10352000.0,12293000.0,23439000.0,541.6541492385552,72274000.0,0.0,72274000.0,1670.18695260324,2.0,1464125225.0,33834.61338478959,9390.0,13392259.68,19625126.58,46.540815731852646
SCHERTZ,Guadalupe,66128,Metro,42440,22040000.0,16839000.0,38962000.0,918.0490103675778,89892000.0,0.0,89892000.0,2118.096135721018,1.5,1792875006.0,42244.93416588124,10692.0,12584391.18,19706591.74,56.59551152000981
HUNTSVILLE,Walker,35528,Non-Metro,41392,7123000.0,11021000.0,22290000.0,538.5098569771936,87185000.0,0.0,87185000.0,2106.3248936992654,1.5,1249073754.0,30176.69486857364,9788.0,9156670.68,12296609.47,34.29127135540929
COPPELL,Dallas,16612,Metro,40958,52226000.0,53528000.0,112783000.0,2753.6256653156893,139230000.0,0.0,139230000.0,3399.33590507349,1.75,3675880294.0,89747.55344499243,11586.0,44179210.48,43994615.11,-0.4178331119872863
FRIENDSWOOD,Galveston,27648,Metro,40011,21380000.0,6995000.0,31722000.0,792.8319712079178,30183000.0,0.0,30183000.0,754.3675489240459,2.0,564435957.0,14107.019494638975,9632.0,8856591.16,12752827.72,43.99250783526063
WAXAHACHIE,Ellis,76816,Metro,39797,29254000.0,23035000.0,59438000.0,1493.5296630399275,133265000.0,0.0,133265000.0,3348.6192426564817,2.0,2123551110.0,53359.577606352235,12500.0,18577307.37,29111221.01,56.703124032985194
ROSENBERG,Fort Bend,63284,Metro,39350,2365000.0,0.0,2398000.0,60.94027954256671,1522000.0,0.0,1522000.0,38.678526048284624,2.0,3075778470.0,78164.6371029225,11212.0,19948051.59,29538309.32,48.07616266045561
LANCASTER,Dallas,41212,Metro,39265,27234000.0,12508000.0,42088000.0,1071.8960906659875,69702000.0,0.0,69702000.0,1775.1687253279001,2.0,800318519.0,20382.491251750922,7306.0,11011911.8,20655295.2,87.57229058082355
DUNCANVILLE,Dallas,21628,Metro,38189,20689000.0,11786000.0,35859000.0,938.987666605567,21700000.0,0.0,21700000.0,568.2264526434313,2.0,999051279.0,26160.708031108436,9508.0,10743161.44,13063118.97,21.594737665973316
HURST,Tarrant,35576,Metro,38172,20422000.0,22424000.0,46098000.0,1207.639107198994,57715000.0,0.0,57715000.0,1511.972126165776,1.5,1924963784.0,50428.68552865975,12338.0,15903686.48,18485970.11,16.23701292934441
SAN JUAN,Hidalgo,65516,Metro,37034,9285000.0,4366000.0,15175000.0,409.75860020521685,14702000.0,0.0,14702000.0,396.98655289733756,2.0,396036744.0,10693.868985256791,5566.0,4107869.41,6331212.16,54.12398808461635
TEXARKANA,Bowie,72368,Non-Metro,36221,19023000.0,19570000.0,42714000.0,1179.2606498992297,49107000.0,0.0,49107000.0,1355.7604704453217,1.5,2224971402.0,61427.663565335024,13044.0,16386933.19,21846103.33,33.314166090159055
SOCORRO,El Paso,68636,Metro,35883,9372000.0,1993000.0,13063000.0,364.044254939665,28592000.0,0.0,28592000.0,796.8118607697238,1.0,300622496.0,8377.85291084915,4420.0,1534634.5,2450541.05,59.682390171731434
LA PORTE,Harris,41440,Metro,35775,33023000.0,14184000.0,50855000.0,1421.5234102026554,42890000.0,0.0,42890000.0,1198.8819007686932,1.75,1065363057.0,29779.54037735849,8452.0,11472103.39,15826414.55,37.95564781778
DEL RIO,Val Verde,19792,Non-Metro,35722,10616000.0,8131000.0,22605000.0,632.8033144840714,87955000.0,0.0,87955000.0,2462.208163036784,1.5,838848216.0,23482.67778959745,7078.0,7130481.41,9520092.88,33.51262464058511
MIDLOTHIAN,Ellis,48096,Metro,35146,31486000.0,6585000.0,43891000.0,1248.8192112900472,110845000.0,0.0,110845000.0,3153.8439651738463,2.0,919679917.0,26167.413560575882,10226.0,10309990.48,20598243.99,99.78916595469056
LUFKIN,Angelina,45072,Non-Metro,34955,11806000.0,15970000.0,29999000.0,858.2177084823344,35765000.0,0.0,35765000.0,1023.172650550708,1.5,2147341618.0,61431.60114432842,13764.0,15125270.2,19646267.4,29.89035660334848
WEATHERFORD,Parker,76864,Metro,34698,14177000.0,18323000.0,35771000.0,1030.9239725632601,102171000.0,0.0,102171000.0,2944.578938267335,1.5,2455220104.0,70759.70096259151,17648.0,14350129.91,20719331.83,44.3842805601472
COPPERAS COVE,Coryell,16624,Non-Metro,33498,15543000.0,4941000.0,21830000.0,651.680697355066,80535000.0,0.0,80535000.0,2404.1733834855813,1.5,626091299.0,18690.408352737475,6282.0,5134165.88,7277475.03,41.746005097910874
CIBOLO,Guadalupe,14920,Metro,33465,11342000.0,3680000.0,18941000.0,565.9943224264157,59132000.0,0.0,59132000.0,1766.9804273121172,1.5,445163114.0,13302.349140893471,5602.0,3292400.66,6869676.57,108.65250859231695
HARKER HEIGHTS,Bell,32312,Metro,33071,13312000.0,11194000.0,26387000.0,797.8893894953283,44400000.0,0.0,44400000.0,1342.565994375737,1.5,1105268327.0,33421.073659701855,6492.0,7343145.48,11145483.1,51.78077474232472
DEER PARK,Harris,19624,Metro,32913,47390000.0,13222000.0,60612000.0,1841.5823534773494,95377000.0,0.0,95377000.0,2897.8519126181145,1.5,1691206880.0,51384.160665998235,7882.0,11039200.68,14102370.02,27.748108117552583
NACOGDOCHES,Nacogdoches,50256,Non-Metro,32461,11208000.0,7434000.0,22011000.0,678.0752287360217,35475000.0,0.0,35475000.0,1092.8498813961369,1.0,1247114222.0,38418.84790979945,10734.0,6518746.65,8572435.97,31.50435858709128
SOUTHLAKE,Tarrant,69032,Metro,32280,41660000.0,37083000.0,84608000.0,2621.0656753407684,98222000.0,0.0,98222000.0,3042.812887236679,1.875,3143755508.0,97390.19541511772,15022.0,28717969.42,41988244.37,46.20895981858036
CLEBURNE,Johnson,15364,Metro,31999,17305000.0,15064000.0,37684000.0,1177.6618019313103,123874000.0,0.0,123874000.0,3871.183474483578,2.0,1627357212.0,50856.5021406919,10064.0,12783788.25,20713600.82,62.03022464800292
SEGUIN,Guadalupe,66644,Metro,30165,12812000.0,8112000.0,26119000.0,865.8710425990387,264764000.0,0.0,264764000.0,8777.192110061329,1.5,1338687486.0,44378.83262058677,11508.0,7881001.63,12652764.13,60.54766543678536
HUTTO,Williamson,35624,Metro,29987,7126000.0,3711000.0,13576000.0,452.7295161236536,45925000.0,0.0,45925000.0,1531.4969820255444,2.0,767383685.0,25590.54540300797,7544.0,5745093.88,12957109.85,125.53347465925135
EAGLE PASS,Maverick,21892,Non-Metro,29515,9534000.0,5901000.0,16951000.0,574.3181433169575,60281000.0,0.0,60281000.0,2042.3852278502457,1.0,1004027337.0,34017.52793494833,8498.0,5336331.15,7143380.86,33.863147904529875
GREENVILLE,Hunt,30920,Non-Metro,29374,15446000.0,9919000.0,31040000.0,1056.716824402533,161921000.0,20000000.0,181921000.0,6193.266153741404,1.5,1268264362.0,43176.42684006264,7968.0,8104262.92,12321084.09,52.03213681028996
FORNEY,Kaufman,26604,Metro,29246,11808000.0,11326000.0,24387000.0,833.8576215550845,33530000.0,0.0,33530000.0,1146.4815701292484,2.0,855676341.0,29257.89307939547,7860.0,8659317.65,16263780.64,87.81827041533694
CONVERSE,Bexar,16468,Metro,28814,6814000.0,3820000.0,10634000.0,369.05670854445754,29577000.0,0.0,29577000.0,1026.4801832442563,1.5,482069006.0,16730.374331921983,5834.0,3887730.74,6410038.32,64.87865926640794
BIG SPRING,Howard,08236,Non-Metro,28077,6579000.0,7936000.0,16247000.0,578.6586886063326,14825000.0,0.0,14825000.0,528.0122520212274,2.0,765334108.0,27258.400398903017,5526.0,10921001.0,13039050.25,19.39427759415094
ALVIN,Brazoria,02272,Metro,27140,13576000.0,9635000.0,27981000.0,1030.987472365512,27352000.0,0.0,27352000.0,1007.8113485630066,1.5,917437113.0,33803.872991893884,8926.0,7853449.23,9723579.79,23.81285604873005
COLLEYVILLE,Tarrant,15988,Metro,27085,30481000.0,8892000.0,45064000.0,1663.799150821488,0.0,0.0,0.0,0.0,1.5,564220837.0,20831.48742846594,8446.0,5871469.58,7884486.56,34.28472127075211
LAKE JACKSON,Brazoria,40588,Metro,27063,8621000.0,13824000.0,26605000.0,983.076525145032,47777000.0,0.0,47777000.0,1765.3992535934672,1.5,1222492486.0,45172.09791966892,6442.0,10183583.48,12080038.22,18.622666016579856
PROSPER,Collin,59696,Metro,26957,26861000.0,17639000.0,54608000.0,2025.7447045294357,169390000.0,0.0,169390000.0,6283.711095448307,1.5,1357477034.0,50357.125570352786,9804.0,8217545.18,16785055.2,104.25875163852764
SACHSE,Dallas,64064,Metro,25964,18939000.0,2865000.0,23067000.0,888.4224310583885,51756000.0,0.0,51756000.0,1993.3754429209675,1.75,314414285.0,12109.624287474966,5656.0,3046228.08,5117546.12,67.99615739869354
DENISON,Grayson,19900,Metro,25792,9802000.0,6687000.0,19954000.0,773.6507444168734,78767000.0,0.0,78767000.0,3053.9314516129034,2.0,720979264.0,27953.600496277915,7144.0,7686689.34,10843068.16,41.06291643106784
KINGSVILLE,Kleberg,39352,Non-Metro,24989,9506000.0,9045000.0,18791000.0,751.9708671815599,25091000.0,0.0,25091000.0,1004.0817959902357,1.5,603134323.0,24135.992756812997,5304.0,5102990.65,6505826.16,27.490458168877886
UNIVERSITY PARK,Dallas,74492,Metro,24885,22507000.0,5576000.0,31093000.0,1249.4675507333736,0.0,0.0,0.0,0.0,1.0,969311792.0,38951.64926662648,6470.0,4676462.41,6726380.64,43.83480610507034
PARIS,Lamar,55080,Non-Metro,24872,13566000.0,12780000.0,32281000.0,1297.885172081055,10675000.0,0.0,10675000.0,429.1974911547121,1.5,1259402928.0,50635.370215503375,9256.0,8921837.02,12591056.29,41.12627547190948
SAGINAW,Tarrant,64112,Metro,24860,9594000.0,8767000.0,22399000.0,901.0056315366049,22170000.0,0.0,22170000.0,891.7940466613034,1.625,741538626.0,29828.58511665326,4668.0,5642609.85,8587336.55,52.187317186213065
BALCH SPRINGS,Dallas,05372,Metro,24831,8732000.0,9880000.0,21074000.0,848.6971930248479,9360000.0,0.0,9360000.0,376.9481696266763,2.0,1011379980.0,40730.5376344086,5424.0,8460930.32,11984279.92,41.6425790869768
